data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,
IOT,0,238.02,238.02,N,Ship,Monmouth (SS),Visual,44.75,-48.88333333,1909,1909,February,2/27/09,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1019 Mar 10: met field ice & ran along the edge of the field to its extemity, sighting in the field ~40 large & small bergs",
IOT,1,248,248,N,Ship,Hudson (SS),Visual,44.83333333,-47.96666667,1909,1909,February,2/27/09,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a number of large bergs,
IOT,1,240.01,240.01,N,Ship,Salacia (SS),Visual,45.1,-48.58333333,1909,1909,February,2/28/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw field ice & small bergs,
IOT,0,240.02,240.02,N,Ship,Salacia (SS),Visual,44.7,-49.41666667,1909,1909,February,2/28/09,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw field ice & small bergs,
IOT,1,2,2,N,Ship,Falk (SS),Visual,44.5,-48.5,1909,1909,March,3/1/09,,Large,,,,,,15,,,,,,,,,,,,,,,,NYMR & HB 1020 Mar 17,
IOT,1,3,3,N,Ship,Ulunda (SS),Visual,45,-49,1909,1909,March,3/1/09,,Large,,,,,,7,,,,,,,,,,,,,,,,NYMR: Sighted ~5 miles N&S of position.,
IOT,1,6,6,N,Ship,Servian (SS),Visual,45.36666667,-48.1,1909,1909,March,3/1/09,,Large,,,,,,1,,,,,,,15,E,,,,,,,,NYMR: Berg ~50' high and 4 small bergs for ~5 hours. HB 1021 Mar 24: large berg,
IOT,1,7,7,N,Ship,Durango (SS),Visual,45,-48,1909,1909,March,3/2/09,,Medium,,,,,4,,,,,,60,E,18,E,,,,,,,,"HB 1020 Mar 17 & NYMR: Large bergs each 200' long, ~60' high.",
IOT,1,8,8,N,Ship,Cervona (SS),Visual,43.66666667,-48.45,1909,1909,March,3/2/09,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1020 Mar 17 & NYMR: And a large quantity of field ice.,
IOT,1,10.01,10.01,N,Ship,Purelight SS),Visual,48.33333333,-49,1909,1909,March,3/3/09,,Berg,16,,,,,,,,,,,,,,,,,,,,,"NYMR: 16 small and large bergs and heavy field ice. HB 1020 Mar 17: ditto, with a quantity of field ice",
IOT,0,10.02,10.02,N,Ship,Purelight SS),Visual,48.33333333,-47.66666667,1909,1909,March,3/3/09,,Berg,,,,,,,,,,,,,,,,,,,,,,"NYMR: 16 small and large bergs and heavy field ice. HB 1020 Mar 17: ditto, with a quantity of field ice",
IOT,1,239,239,N,Ship,La Bretagne (SS),Visual,44,-48.33333333,1909,1909,March,3/4/09,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1019 Mar 10,
IOT,1,241.1,241.1,N,Ship,Mount Temple (SS),Visual,44.2,-48.43333333,1909,1909,March,3/4/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a small low lying berg & 2 small lumps of ice,
IOT,1,241.2,241.2,N,Ship,Mount Temple (SS),Visual,44.2,-48.43333333,1909,1909,March,3/4/09,,Growler,,2,,,,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a small low lying berg & 2 small lumps of ice,
IOT,1,242,242,N,Ship,Mount Temple (SS),Visual,44.13333333,-48.63333333,1909,1909,March,3/4/09,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1020 Mar 17: a small piece of ice,
IOT,1,243,243,N,Ship,Mount Temple (SS),Visual,44.05,-48.9,1909,1909,March,3/4/09,,Small,,,,1,,,,,,,,,12,E,,,,,,,,HB 1020 Mar 17: a small berg ~40' high,
IOT,1,244,244,N,Ship,Almora (SS),Visual,44.06666667,-48.26666667,1909,1909,March,3/4/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a medium sized berg 5 miles to the northward [position calculated],
IOT,1,245,245,N,Ship,Almora (SS),Visual,44.01666667,-48.5,1909,1909,March,3/4/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a medium sized berg 4 miles to the northward [position calculated],
IOT,1,246,246,N,Ship,Almora (SS),Visual,43.71666667,-48.53333333,1909,1909,March,3/4/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a medium sized berg 5 miles to the southward [position calculated],
IOT,1,247,247,N,Ship,Almora (SS),Visual,43.65,-49.06666667,1909,1909,March,3/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1020 Mar 17: saw a large berg 6 miles to the southward [position calculated],
IOT,1,254,254,N,Ship,Servian (SS),Visual,45.31666667,-48.26666667,1909,1909,March,3/4/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,255,255,N,Ship,Servian (SS),Visual,45.2,-48.56666667,1909,1909,March,3/4/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,256,256,N,Ship,Servian (SS),Visual,45.06666667,-48.91666667,1909,1909,March,3/4/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,257,257,N,Ship,Servian (SS),Visual,45.11666667,-49.15,1909,1909,March,3/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,262.1,262.1,N,Ship,Furnessia (SS),Visual,44.83333333,-49,1909,1909,March,3/4/09,,Berg,4,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 4 bergs & numerous detached pieces of ice,
IOT,1,262.2,262.2,N,Ship,Furnessia (SS),Visual,44.83333333,-49,1909,1909,March,3/4/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 4 bergs & numerous detached pieces of ice,
IOT,1,299,299,N,Ship,Venango (SS),Visual,43.95,-48.8,1909,1909,March,3/6/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1023 Apr 7,
IOT,1,13.01,13.01,N,Ship,Amsteldyk (SS),Visual,43.8,-48.3,1909,1909,March,3/7/09,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 1020 Mar 17 & NYMR: And a quantity of field ice.,
IOT,0,13.02,13.02,N,Ship,Amsteldyk (SS),Visual,43.78333333,-48.83333333,1909,1909,March,3/7/09,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1020 Mar 17 & NYMR: And a quantity of field ice.,
IOT,1,250,250,N,Ship,Boliviana (SS),Visual,44.13333333,-49.03333333,1909,1909,March,3/7/09,,Medium,,,,,2,,,,,,91,E,30,E,,,,,,,,"HB 1021 Mar 24: passed 2 large bergs ~100' high & 300' long, apparently aground",
IOT,1,300,300,N,Ship,Venango (SS),Visual,45.65,-46.81666667,1909,1909,March,3/7/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1023 Apr 7,
IOT,1,5,5,N,Ship,Excelsior (SS),Visual,43.58333333,-48.83333333,1909,1909,March,3/8/09,,Medium,,,,,1,,,,,,91,E,27,E,,,,,,,,"HB 1020 Mar 17 & NYMR: 300'long, 90' high.",
IOT,1,276.11,276.11,N,Ship,Tabasco (SS),Visual,46.45,-47.63333333,1909,1909,March,3/8/09,,Large,,,,,,5,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 5 large & several small bergs; also a quantity of field ice,
IOT,0,276.12,276.12,N,Ship,Tabasco (SS),Visual,46.2,-49.73333333,1909,1909,March,3/8/09,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 5 large & several small bergs; also a quantity of field ice,
IOT,1,276.21,276.21,N,Ship,Tabasco (SS),Visual,46.45,-47.63333333,1909,1909,March,3/8/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 5 large & several small bergs; also a quantity of field ice,
IOT,0,276.22,276.22,N,Ship,Tabasco (SS),Visual,46.2,-49.73333333,1909,1909,March,3/8/09,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 5 large & several small bergs; also a quantity of field ice,
IOT,1,301,301,N,Ship,Lake Manitoba (SS),Visual,43.75,-48.75,1909,1909,March,3/9/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1023 Apr 7,
IOT,1,14,14,N,Ship,Michigan (SS),Visual,44.35,-48.4,1909,1909,March,3/10/09,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR. HB 1022 Mar 31,
IOT,1,253,253,N,Ship,La Provence (SS),Visual,42.53333333,-48.7,1909,1909,March,3/10/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1021 Mar 24: saw a berg ~10 miles to the northward [position calculated],
IOT,1,266,266,N,Ship,Michigan (SS),Visual,44.66666667,-47.31666667,1909,1909,March,3/10/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,267,267,N,Ship,Michigan (SS),Visual,44.78333333,-46.86666667,1909,1909,March,3/10/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,268,268,N,Ship,Michigan (SS),Visual,44.96666667,-46.6,1909,1909,March,3/10/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: a small low lying berg,
IOT,1,15,15,N,Ship,Virginian (SS),Visual,42.43333333,-50.35,1909,1909,March,3/11/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,"NYMR. Another NYMR entry & HB 1019 Mar 10 states huge berg, in 50.23W (from NY Herald) with no date but in March. HB 1021 Mar 24",
IOT,1,251,251,N,Ship,Columbia (SS),Visual,44,-48.95,1909,1909,March,3/11/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,252,252,N,Ship,Columbia (SS),Visual,44.5,-47.5,1909,1909,March,3/11/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1021 Mar 24,
IOT,1,258.1,258.1,N,Ship,Arkansas (SS),Visual,43.95,-46.36666667,1909,1909,March,3/11/09,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1021 Mar 24: passed 3 bergs one of which was 300' high & 200' long,
IOT,1,282.1,282.1,N,Ship,Bloomfield (SS),Visual,44.38333333,-46.16666667,1909,1909,March,3/11/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a small berg & a few small pieces of ice,
IOT,1,282.2,282.2,N,Ship,Bloomfield (SS),Visual,44.38333333,-46.16666667,1909,1909,March,3/11/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a small berg & a few small pieces of ice,
IOT,1,16.01,16.01,N,Ship,Tamarac (SS),Visual,47.5,-46,1909,1909,March,3/12/09,,Berg,50,,,,,,,,,,,,,,,,,,,,,NYMR: Passed 50 bergs some of massive proportions and others less than 10' out of the water. HB1020 Mar 17: passed ~50 large & small bergs,
IOT,0,16.02,16.02,N,Ship,Tamarac (SS),Visual,45,-51,1909,1909,March,3/12/09,,Berg,,,,,,,,,,,,,,,,,,,,,,NYMR: Passed 50 bergs some of massive proportions and others less than 10' out of the water. HB1020 Mar 17: passed ~50 large & small bergs,
IOT,1,17,17,N,Ship,Raglan Castle (SS),Visual,44.78333333,-46.38333333,1909,1909,March,3/12/09,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1021 Mar 24,
IOT,1,18,18,N,Ship,Raglan Castle (SS),Visual,44.93333333,-46.3,1909,1909,March,3/12/09,,Small,,,,1,,,,,,,,,,,,,,,,,,NYMR. HB 1021 Mar 24: a small berg 10 miles to NNE of [#17],
IOT,1,19,19,N,Ship,Ryndam (SS),Visual,44.93333333,-46.55,1909,1909,March,3/12/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,NYMR. HB 1021 Mar 24,
IOT,1,20,20,N,Ship,Ryndam (SS),Visual,44.85,-46.85,1909,1909,March,3/12/09,,Medium,,,,,1,,,,,,61,E,15,E,,,,,,,,NYMR. HB 1021 Mar 24: passed a berg ~50' high & 200' long,
IOT,1,21,21,N,Ship,Gut Heil (SS),Visual,45.16666667,-46.41666667,1909,1909,March,3/13/09,,Small,,,,1,,,,,,,24,E,3,E,,,,,,,,"HB 1021 Mar 24, HB 1022 Mar 31 & NYMR: 80' long, 10' high.",
IOT,1,277,277,N,Ship,Parthenia (SS),Visual,43.66666667,-47.58333333,1909,1909,March,3/14/09,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,HB 1022 Mar 31: passed a berg ~100' high,
IOT,1,280,280,N,Ship,Soestdijk (SS),Visual,45.1,-46.4,1909,1909,March,3/14/09,,Small,,,,1,,,,,,,18,E,12,E,,,,,,,,HB 1022 Mar 31: passed a small berg ~60' long & 40' high,
IOT,1,281,281,N,Ship,Soestdijk (SS),Visual,44.86666667,-47.11666667,1909,1909,March,3/14/09,,Small,,,,1,,,,,,,,,3,E,,,,,,,,HB 1022 Mar 31: a small berg ~10' high,
IOT,1,22,22,N,Ship,Lancastrian (SS),Visual,42.23333333,-50.83333333,1909,1909,March,3/15/09,,Large,,,,,,1,,,,,91,E,61,E,,,,,,,,"HB 1021 Mar 24 & NYMR: ~300' long, 200 high.",
IOT,1,259.01,259.01,N,Ship,Hero (SS),Visual,47.45,-46.1,1909,1909,March,3/15/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,"HB 1022 Mar 31: from 70 miles WNW of Flemish Cap to 80 miles to the southward, passed innumerable bergs & large quantities of field ice. Had to steam eastward for 2 hours to avoid the heaviest of the ice. Some of the bergs were very large [positions calculated]",
IOT,0,259.02,259.02,N,Ship,Hero (SS),Visual,46.11666667,-46.1,1909,1909,March,3/15/09,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1022 Mar 31: from 70 miles WNW of Flemish Cap to 80 miles to the southward, passed innumerable bergs & large quantities of field ice. Had to steam eastward for 2 hours to avoid the heaviest of the ice. Some of the bergs were very large [positions calculated]",
IOT,1,260,260,N,Ship,Indiana (SS),Visual,42.6,-50.71666667,1909,1909,March,3/15/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,289.1,289.1,N,Ship,Briez Izel (SS),Visual,46.9,-45.53333333,1909,1909,March,3/15/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31: saw a large berg & 5 small pieces of ice,
IOT,1,289.2,289.2,N,Ship,Briez Izel (SS),Visual,46.9,-45.53333333,1909,1909,March,3/15/09,,Growler,,5,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: saw a large berg & 5 small pieces of ice,
IOT,1,290,290,N,Ship,Briez Izel (SS),Visual,46.61666667,-46.7,1909,1909,March,3/15/09,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,23,23,N,Ship,Quernmore (SS),Visual,43.73333333,-44.53333333,1909,1909,March,3/16/09,,Very large,,,,,,,1,,,,244,E,,,,,,,,,,NYMR. HB 1022 Mar 31: passed a large berg ~800' long,
IOT,1,278,278,N,Ship,Briez Izel (SS),Visual,46.33333333,-47.33333333,1909,1909,March,3/16/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,24,24,N,Ship,Bristol City (SS),Visual,44.53333333,-45.91666667,1909,1909,March,3/17/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR. HB 1022 Mar 31,
IOT,1,283,283,N,Ship,Bristol City (SS),Visual,44.5,-46.16666667,1909,1909,March,3/17/09,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 1022 Mar 31. NYMR,
IOT,1,284,284,N,Ship,Bristol City (SS),Visual,44.45,-46.5,1909,1909,March,3/17/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31. NYMR,
IOT,1,285,285,N,Ship,Bristol City (SS),Visual,44.41666667,-46.6,1909,1909,March,3/17/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31. NYMR,
IOT,1,25,25,N,Ship,Baltic (SS),Visual,41.93333333,-50.75,1909,1909,March,3/18/09,,Medium,,,,,1,,,,,,61,E,15,E,,,,,,,,"HB 1021 Mar 24 & NYMR: 200' long, 50' high.",
IOT,1,26,26,N,Ship,Manitou (SS),Visual,41.85,-50.35,1909,1909,March,3/18/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR &  HB 1022 Mar 31,
IOT,1,30,30,N,Ship,Pennsylvania (SS),Visual,42.2,-46.36666667,1909,1909,March,3/18/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR. HB 1022 Mar 31,
IOT,1,272,272,N,Ship,La Savoie (SS),Visual,43.35,-47.76666667,1909,1909,March,3/18/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,273,273,N,Ship,La Savoie (SS),Visual,43.4,-48.53333333,1909,1909,March,3/18/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,274,274,N,Ship,La Savoie (SS),Visual,43.03333333,-48.9,1909,1909,March,3/18/09,,Small,,,,1,,,,,,,,,6.1,E,,,,,,,,HB 1022 Mar 31: a berg ~20' high,
IOT,1,292,292,N,Ship,Chicago (SS),Visual,44.33333333,-45.16666667,1909,1909,March,3/18/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31. NYMR,
IOT,1,293,293,N,Ship,Chicago (SS),Visual,44.26666667,-45.21666667,1909,1909,March,3/18/09,,Medium,,,,,1,,,,,,91,E,38,E,,,,,,,,"HB 1022 Mar 31: a berg ~125' high & 300' long. NYMR: unnamed vessel, berg in 45.13W",
IOT,1,29,29,N,Ship,Quernmore (SS),Visual,41.86666667,-50.6,1909,1909,March,3/19/09,,Very large,,,,,,,1,,,,245,E,15,E,,,,,,,,"HB 1022 Mar 31 & NYMR: ~800' long, 50' high.",
IOT,1,31,31,N,Ship,Chicago (SS),Visual,43.51666667,-48.16666667,1909,1909,March,3/19/09,,Medium,,,,,1,,,,,,76,E,,,,,,,,,,NYMR. HB 1022 Mar 31: passed a berg ~250' long,
IOT,1,269,269,N,Ship,Astrakhan (SS),Visual,44.26666667,-48.23333333,1909,1909,March,3/19/09,,Large,,,,,,1,,,,Tabular,,,,,,,,,,,,HB 1022 Mar 31: passed a large flat berg,
IOT,1,286,286,N,Ship,August Korff (SS),Visual,44.38333333,-45.61666667,1909,1909,March,3/19/09,,Large,,,,,,1,,,,,91,E,46,E,,,,,,,,HB 1022 Mar 31: passed a berg ~150' high & 300' long,
IOT,1,287,287,N,Ship,August Korff (SS),Visual,44.46666667,-45.61666667,1909,1909,March,3/19/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: saw a small berg 5 miles to the northward [position calculated],
IOT,1,288,288,N,Ship,August Korff (SS),Visual,44.2,-46.53333333,1909,1909,March,3/19/09,,Large,,,,,,1,,,,Pinnacle,122,E,46,E,,,,,,,,HB 1022 Mar 31: a berg ~300 to 400' long & 150' high with 3 pinnacles,
IOT,1,32,32,N,Ship,Prinz Friedrich Wilhelm (SS),Visual,42,-50.73333333,1909,1909,March,3/20/09,3:00,Ice island,,,,,,1,,,,,305,E,120,E,,,,,,,,NYMR. HB 1022 Mar 31. NYT 24 Mar: 1000' long & 400' high,
IOT,1,271,271,N,Ship,August Korff (SS),Visual,43.71666667,-48.16666667,1909,1909,March,3/20/09,,Large,,,,,,1,,,,,91,E,46,E,,,,,,,,HB 1022 Mar 31: saw a berg ~300' long & 150' high,
IOT,1,275,275,N,Ship,Cassandra (SS),Visual,43.36666667,-47.76666667,1909,1909,March,3/20/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed 8 miles to the northward of a large berg [position calculated],
IOT,1,291.1,291.1,N,Ship,Corinthian (SS),Visual,43.91666667,-45.3,1909,1909,March,3/20/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a small berg & a few detached pieces of ice,
IOT,1,291.2,291.2,N,Ship,Corinthian (SS),Visual,43.91666667,-45.3,1909,1909,March,3/20/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a small berg & a few detached pieces of ice,
IOT,1,294,294,N,Ship,Mannheim (SS),Visual,43.95,-44.5,1909,1909,March,3/22/09,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,302,302,N,Ship,Sardinian (SS),Visual,42.81666667,-48.16666667,1909,1909,March,3/22/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1023 Apr 7,
IOT,1,316,316,N,Ship,Laurentian (SS),Visual,44.1,-44.25,1909,1909,March,3/22/09,,Medium,,,,,1,,,,,,91,E,27,E,,,,,,,,HB 1024 Apr 14: passed a berg ~300' long & 90' high,
IOT,1,33,33,N,Ship,Adriatic (SS),Visual,42,-49.9,1909,1909,March,3/23/09,,Ice island,,,,,,,,1,,,305,E,52,E,,,,,,,,NYMR. HB 1022 Mar 31: passed a large berg ~1000' long & 170' high. HB 1023 Apr 7,
IOT,1,261,261,N,Ship,Montana (SS),Visual,42.05,-50.1,1909,1909,March,3/23/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,264,264,N,Ship,Pennoil (SS),Visual,43.25,-48.5,1909,1909,March,3/23/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,265.1,265.1,N,Ship,Pennoil (SS),Visual,43,-49.33333333,1909,1909,March,3/23/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a very large berg surrounded by numerous small pieces of ice,
IOT,1,265.2,265.2,N,Ship,Pennoil (SS),Visual,43,-49.33333333,1909,1909,March,3/23/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31: passed a very large berg surrounded by numerous small pieces of ice,
IOT,1,270,270,N,Ship,Mannheim (SS),Visual,43.18333333,-48.18333333,1909,1909,March,3/23/09,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,295,295,N,Ship,Diamant (SS),Visual,46.88333333,-42.46666667,1909,1909,March,3/23/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,279,279,N,Ship,Diamant (SS),Visual,44.08333333,-47,1909,1909,March,3/24/09,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1022 Mar 31,
IOT,1,298,298,N,Ship,Paula (SS),Visual,42.03333333,-50.45,1909,1909,March,3/24/09,,Medium,,,,,1,,,,,,76,E,30,E,,,,,,,,HB 1023 Apr 7: passed a large berg ~100' high & 250' long,
IOT,1,305,305,N,Ship,Lord Lansdowne (SS),Visual,44.96666667,-48,1909,1909,March,3/24/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1024 Apr 14,
IOT,1,306.11,306.11,N,Ship,Lord Lansdowne (SS),Visual,45.33333333,-46.61666667,1909,1909,March,3/24/09,,Large,,,,,,6,,,,,,,,,,,,,,,,"HB 1024 Apr 14: saw 7 large bergs, 1 of which was ~900' long & 200' high",
IOT,0,306.121,306.12,N,Ship,Lord Lansdowne (SS),Visual,45.95,-45.5,1909,1909,March,3/24/09,,Large,,,,,,,,,,,,,,,,,,,,,,"HB 1024 Apr 14: saw 7 large bergs, 1 of which was ~900' long & 200' high",
IOT,1,306.21,306.21,N,Ship,Lord Lansdowne (SS),Visual,45.33333333,-46.61666667,1909,1909,March,3/24/09,,Very large,,,,,,,1,,,,274,E,61,E,,,,,,,,"HB 1024 Apr 14: saw 7 large bergs, 1 of which was ~900' long & 200' high",
